QueryId,DocumentId
211,clueweb12-0805wb-14-04718
211,clueweb12-0202wb-46-30245
211,clueweb12-0001wb-29-09303
211,clueweb12-1609wb-04-05655
211,clueweb12-0807wb-32-04301
211,clueweb12-0403wb-74-00844
211,clueweb12-1301wb-20-03412
211,clueweb12-0912wb-83-23514
211,clueweb12-0511wb-06-13169
211,clueweb12-1505wb-33-06263
211,clueweb12-1313wb-85-00033
211,clueweb12-0901tw-03-07055
211,clueweb12-0111wb-98-29066
211,clueweb12-1117wb-80-10748
211,clueweb12-0608wb-48-15793
211,clueweb12-0407wb-19-10534
211,clueweb12-0011wb-46-29861
211,clueweb12-1505wb-69-00765
211,clueweb12-1205wb-28-06475
211,clueweb12-0311wb-63-31728
211,clueweb12-1805wb-19-09633
211,clueweb12-0705wb-52-16756
211,clueweb12-1100wb-60-10256
211,clueweb12-0900tw-51-00197
211,clueweb12-0203wb-77-16617
211,clueweb12-0204wb-02-02550
211,clueweb12-0012wb-70-13995
211,clueweb12-1812wb-14-16550
211,clueweb12-0407wb-77-09936
211,clueweb12-0103wb-15-14150
211,clueweb12-0105wb-90-25558
211,clueweb12-0508wb-00-17623
211,clueweb12-1700wb-64-07471
211,clueweb12-0401wb-94-08967
211,clueweb12-0207wb-33-24706
211,clueweb12-0309wb-50-04952
211,clueweb12-0713wb-32-13586
211,clueweb12-0805wb-93-19198
211,clueweb12-1507wb-11-16236
211,clueweb12-1002wb-26-05702
211,clueweb12-1110wb-91-08190
211,clueweb12-0307wb-67-18699
211,clueweb12-1207wb-44-09980
211,clueweb12-0306wb-54-22434
211,clueweb12-0404wb-43-09074
211,clueweb12-1010wb-76-10708
211,clueweb12-0206wb-08-06742
211,clueweb12-0001wb-90-10708
211,clueweb12-0300wb-00-12309
211,clueweb12-0408wb-73-15304
211,clueweb12-0000wb-98-13312
211,clueweb12-0201wb-16-18160
211,clueweb12-0203wb-10-23024
211,clueweb12-0103wb-89-12017
211,clueweb12-0013wb-73-05490
211,clueweb12-0712wb-97-09990
211,clueweb12-1810wb-96-17518
211,clueweb12-0911wb-17-03997
211,clueweb12-0001wb-33-09200
211,clueweb12-1002wb-12-08828
248,clueweb12-0405wb-02-18788
248,clueweb12-1406wb-31-10833
248,clueweb12-1600tw-03-12974
248,clueweb12-1400wb-29-05214
248,clueweb12-1010wb-44-30363
248,clueweb12-0210wb-89-14453
248,clueweb12-0200wb-13-27901
248,clueweb12-0708wb-06-13605
248,clueweb12-0800tw-75-17867
248,clueweb12-0717wb-12-04820
248,clueweb12-0611wb-91-21493
248,clueweb12-0901tw-01-20271
248,clueweb12-1101wb-81-01850
248,clueweb12-0702wb-11-30105
248,clueweb12-1400wb-01-18338
248,clueweb12-0815wb-31-19657
248,clueweb12-1504wb-56-01057
248,clueweb12-1601wb-60-10803
248,clueweb12-1616wb-20-25539
248,clueweb12-1107wb-61-20461
248,clueweb12-0009wb-86-01467
248,clueweb12-0204wb-79-16646
248,clueweb12-1703wb-07-14750
248,clueweb12-1020wb-13-04193
248,clueweb12-0301wb-27-26984
248,clueweb12-0208wb-38-10493
248,clueweb12-1010wb-47-14833
248,clueweb12-0108wb-15-15875
248,clueweb12-1020wb-24-27471
248,clueweb12-0105wb-97-23827
248,clueweb12-0305wb-34-03847
248,clueweb12-0304wb-64-32262
248,clueweb12-0103wb-46-29260
248,clueweb12-0303wb-42-22873
248,clueweb12-0401wb-65-08946
248,clueweb12-0003wb-23-26701
248,clueweb12-0900wb-94-08989
248,clueweb12-0009wb-05-05376
248,clueweb12-0100tw-67-03573
248,clueweb12-1304wb-43-09915
248,clueweb12-0209wb-78-05045
248,clueweb12-0911wb-53-25069
248,clueweb12-0207wb-70-11458
248,clueweb12-0102wb-68-29377
248,clueweb12-0002wb-31-34186
248,clueweb12-0001wb-32-35223
248,clueweb12-0002wb-55-20138
248,clueweb12-0207wb-62-20897
248,clueweb12-0611wb-92-13011
248,clueweb12-0011wb-95-03850
248,clueweb12-0303wb-52-32189
248,clueweb12-0203wb-41-22981
248,clueweb12-0009wb-62-29584
248,clueweb12-0008wb-14-02365
248,clueweb12-1011wb-66-03285
248,clueweb12-0806wb-42-09255
248,clueweb12-1613wb-65-04757
248,clueweb12-0403wb-09-28399
248,clueweb12-0403wb-09-28413
248,clueweb12-0001wb-43-03024
246,clueweb12-0410wb-06-18221
246,clueweb12-0609wb-13-02816
246,clueweb12-0609wb-13-02830
246,clueweb12-0608wb-29-00588
246,clueweb12-0608wb-18-24074
246,clueweb12-0608wb-64-22983
246,clueweb12-0608wb-64-22969
246,clueweb12-0608wb-00-07353
246,clueweb12-0607wb-90-07997
246,clueweb12-0608wb-90-09862
246,clueweb12-0608wb-10-24394
246,clueweb12-0608wb-48-08498
246,clueweb12-0608wb-75-18397
246,clueweb12-0608wb-90-09876
246,clueweb12-0609wb-02-04968
246,clueweb12-0609wb-02-04954
246,clueweb12-0608wb-48-08484
246,clueweb12-0608wb-86-02387
246,clueweb12-0608wb-39-22530
246,clueweb12-1710wb-16-14364
246,clueweb12-0502wb-65-05208
246,clueweb12-0100wb-12-21938
